# Gene Family	SampleCoenzyme_B12_biosynthesis_Abundance-CPM
UNMAPPED	219924
UniRef50_P29933: Aerobic cobaltochelatase subunit CobS	11729.7
UniRef50_P29933: Aerobic cobaltochelatase subunit CobS|unclassified	11729.7
UniRef50_UPI00046D432F: hypothetical protein	10293
UniRef50_UPI00046D432F: hypothetical protein|unclassified	10293
UniRef50_UPI0003C78C50: vitamin B12/cobalamin outer membrane transporter, partial	10076.6
UniRef50_UPI0003C78C50: vitamin B12/cobalamin outer membrane transporter, partial|unclassified	10076.6
UniRef50_UPI0002886E15: cobalamin biosynthesis protein CobW, partial	9598.87
UniRef50_UPI0002886E15: cobalamin biosynthesis protein CobW, partial|unclassified	9598.87
UniRef50_A8AHA1: Vitamin B12 import ATP-binding protein BtuD	9315.25
UniRef50_A8AHA1: Vitamin B12 import ATP-binding protein BtuD|unclassified	9315.25
UniRef50_N6V8J9	8948.06
UniRef50_N6V8J9|unclassified	8948.06
UniRef50_Q05632: Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)	8838.09
UniRef50_Q05632: Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)|unclassified	8838.09
UniRef50_B1FR14	8572.93
UniRef50_B1FR14|unclassified	8572.93
UniRef50_Q9HZU0: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	8020.82
UniRef50_Q9HZU0: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]|unclassified	8020.82
UniRef50_Q9HZQ2: Protein CobW	7402.5
UniRef50_Q9HZQ2: Protein CobW|unclassified	7402.5
UniRef50_P0A2H2: Cobalt-precorrin-7 C(5)-methyltransferase	6793.67
UniRef50_P0A2H2: Cobalt-precorrin-7 C(5)-methyltransferase|unclassified	6793.67
UniRef50_I5BS24: Hydrogenobyrinic acid a,c-diamide cobaltochelatase	6225.1
UniRef50_I5BS24: Hydrogenobyrinic acid a,c-diamide cobaltochelatase|unclassified	6225.1
UniRef50_X7MWR1: Periplasmic binding family protein	5902.88
UniRef50_X7MWR1: Periplasmic binding family protein|unclassified	5902.88
UniRef50_UPI00046FF0F0: cobalamin biosynthesis protein CobS, partial	5379.64
UniRef50_UPI00046FF0F0: cobalamin biosynthesis protein CobS, partial|unclassified	5379.64
UniRef50_I5BS23: Hydrogenobyrinic acid a,c-diamide cobaltochelatase	4708.53
UniRef50_I5BS23: Hydrogenobyrinic acid a,c-diamide cobaltochelatase|unclassified	4708.53
UniRef50_Q3JSG0	4654.66
UniRef50_Q3JSG0|unclassified	4654.66
UniRef50_F2EY33: Vitamin B12 binding protein BtuF	4324.2
UniRef50_F2EY33: Vitamin B12 binding protein BtuF|unclassified	4324.2
UniRef50_Q0TLH3: Periplasmic binding protein	4212.37
UniRef50_Q0TLH3: Periplasmic binding protein|unclassified	4212.37
UniRef50_UPI00037A1823: CobW	4130.6
UniRef50_UPI00037A1823: CobW|unclassified	4130.6
UniRef50_R7EN79	3773.74
UniRef50_R7EN79|unclassified	3773.74
UniRef50_U3TRI8: Periplasmic-binding protein	3727.91
UniRef50_U3TRI8: Periplasmic-binding protein|unclassified	3727.91
UniRef50_P9WGA9: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	3655.95
UniRef50_P9WGA9: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]|unclassified	3655.95
UniRef50_P21631: Uroporphyrinogen-III C-methyltransferase	3645.14
UniRef50_P21631: Uroporphyrinogen-III C-methyltransferase|unclassified	3645.14
UniRef50_P29934: Aerobic cobaltochelatase subunit CobT	3361.04
UniRef50_P29934: Aerobic cobaltochelatase subunit CobT|unclassified	3361.04
UniRef50_UPI0003C16C1C: PREDICTED: uroporphyrinogen-III C-methyltransferase-like	3244.19
UniRef50_UPI0003C16C1C: PREDICTED: uroporphyrinogen-III C-methyltransferase-like|unclassified	3244.19
UniRef50_UPI00016A9FDF: nitrite/sulfite reductase domain protein, partial	3211.87
UniRef50_UPI00016A9FDF: nitrite/sulfite reductase domain protein, partial|unclassified	3211.87
UniRef50_P64804: Cob(I)yrinic acid a,c-diamide adenosyltransferase	3113.08
UniRef50_P64804: Cob(I)yrinic acid a,c-diamide adenosyltransferase|unclassified	3113.08
UniRef50_L6YTW1: Vitamin B12-transporter protein BtuF (Fragment)	3073.93
UniRef50_L6YTW1: Vitamin B12-transporter protein BtuF (Fragment)|unclassified	3073.93
UniRef50_B1TGJ8	3053.29
UniRef50_B1TGJ8|unclassified	3053.29
UniRef50_P21921: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	3019.01
UniRef50_P21921: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]|unclassified	3019.01
UniRef50_Q9HZQ3: Aerobic cobaltochelatase subunit CobN	2938.17
UniRef50_Q9HZQ3: Aerobic cobaltochelatase subunit CobN|unclassified	2938.17
UniRef50_UPI00016A44D1: cobalamin ABC transporter, permease protein, partial	2922.56
UniRef50_UPI00016A44D1: cobalamin ABC transporter, permease protein, partial|unclassified	2922.56
UniRef50_UPI00046D60EB: cobalamin biosynthesis protein CobN, partial	2918.62
UniRef50_UPI00046D60EB: cobalamin biosynthesis protein CobN, partial|unclassified	2918.62
UniRef50_E0XS68	2818.08
UniRef50_E0XS68|unclassified	2818.08
UniRef50_UPI00046D8AD1: hypothetical protein, partial	2763.64
UniRef50_UPI00046D8AD1: hypothetical protein, partial|unclassified	2763.64
UniRef50_UPI0003B428B2: hypothetical protein, partial	2753.4
UniRef50_UPI0003B428B2: hypothetical protein, partial|unclassified	2753.4
UniRef50_B3GZA0: Siroheme synthase	2746.64
UniRef50_B3GZA0: Siroheme synthase|unclassified	2746.64
UniRef50_UPI00046EFAC6: cobalamin biosynthesis protein CobW	2738.76
UniRef50_UPI00046EFAC6: cobalamin biosynthesis protein CobW|unclassified	2738.76
UniRef50_UPI0003640FA2: hypothetical protein	2701.69
UniRef50_UPI0003640FA2: hypothetical protein|unclassified	2701.69
UniRef50_UPI0002557A93: cobalt chelatase, pCobT subunit, partial	2670.18
UniRef50_UPI0002557A93: cobalt chelatase, pCobT subunit, partial|unclassified	2670.18
UniRef50_UPI000370EC5B: hypothetical protein	2638.45
UniRef50_UPI000370EC5B: hypothetical protein|unclassified	2638.45
UniRef50_UPI000474DF8A: iron ABC transporter	2624.47
UniRef50_UPI000474DF8A: iron ABC transporter|unclassified	2624.47
UniRef50_UPI00046D2D56: hypothetical protein	2575.97
UniRef50_UPI00046D2D56: hypothetical protein|unclassified	2575.97
UniRef50_S9R0M2: Cobalamin biosynthesis protein CobT	2574.69
UniRef50_S9R0M2: Cobalamin biosynthesis protein CobT|unclassified	2574.69
UniRef50_UPI00016AB51C: cobaltochelatase, partial	2525.49
UniRef50_UPI00016AB51C: cobaltochelatase, partial|unclassified	2525.49
UniRef50_UPI00039426F7: cobalt-precorrin-6Y C(5)-methyltransferase	2520.94
UniRef50_UPI00039426F7: cobalt-precorrin-6Y C(5)-methyltransferase|unclassified	2520.94
UniRef50_A1JPQ1: Vitamin B12 import ATP-binding protein BtuD	2473.17
UniRef50_A1JPQ1: Vitamin B12 import ATP-binding protein BtuD|unclassified	2473.17
UniRef50_I6HAE2: Vitamin B12-binding protein (Fragment)	2418.4
UniRef50_I6HAE2: Vitamin B12-binding protein (Fragment)|unclassified	2418.4
UniRef50_B2S6H4: Periplasmic binding protein	2402.23
UniRef50_B2S6H4: Periplasmic binding protein|unclassified	2402.23
UniRef50_UPI00036CB0F2: hypothetical protein, partial	2401.25
UniRef50_UPI00036CB0F2: hypothetical protein, partial|unclassified	2401.25
UniRef50_UPI000470B726: hypothetical protein	2366.53
UniRef50_UPI000470B726: hypothetical protein|unclassified	2366.53
UniRef50_UPI0001BCA22D: cobaltochelatase subunit CobN, partial	2351.96
UniRef50_UPI0001BCA22D: cobaltochelatase subunit CobN, partial|unclassified	2351.96
UniRef50_Q3ILQ9: Siroheme synthase	2289.76
UniRef50_Q3ILQ9: Siroheme synthase|unclassified	2289.76
UniRef50_UPI0004634938: magnesium chelatase, partial	2265.03
UniRef50_UPI0004634938: magnesium chelatase, partial|unclassified	2265.03
UniRef50_UPI00025589BF: cobalt chelatase, pCobT subunit, partial	2260.35
UniRef50_UPI00025589BF: cobalt chelatase, pCobT subunit, partial|unclassified	2260.35
UniRef50_A7MVV6: Vitamin B12 import ATP-binding protein BtuD	2239.89
UniRef50_A7MVV6: Vitamin B12 import ATP-binding protein BtuD|unclassified	2239.89
UniRef50_UPI0004748F1F: uroporphyrin-III methyltransferase, partial	2229.08
UniRef50_UPI0004748F1F: uroporphyrin-III methyltransferase, partial|unclassified	2229.08
UniRef50_P21636: Precorrin-6A synthase [deacetylating]	2208.88
UniRef50_P21636: Precorrin-6A synthase [deacetylating]|unclassified	2208.88
UniRef50_UPI00046355F4: hypothetical protein	2158.72
UniRef50_UPI00046355F4: hypothetical protein|unclassified	2158.72
UniRef50_UPI00047ED96C: Vitamin B12 import system permease BtuC, partial	2135.67
UniRef50_UPI00047ED96C: Vitamin B12 import system permease BtuC, partial|unclassified	2135.67
UniRef50_UPI0003B5AF8E: cobalt chelatase, partial	2098.65
UniRef50_UPI0003B5AF8E: cobalt chelatase, partial|unclassified	2098.65
UniRef50_UPI00034CEE0C: hypothetical protein	2095.3
UniRef50_UPI00034CEE0C: hypothetical protein|unclassified	2095.3
UniRef50_UPI0003B37F22: precorrin 6A synthase	2094.29
UniRef50_UPI0003B37F22: precorrin 6A synthase|unclassified	2094.29
UniRef50_P29929: Aerobic cobaltochelatase subunit CobN	2076.99
UniRef50_P29929: Aerobic cobaltochelatase subunit CobN|unclassified	2076.99
UniRef50_UPI0003B524FD: uroporphyrin-III C-methyltransferase	2043.35
UniRef50_UPI0003B524FD: uroporphyrin-III C-methyltransferase|unclassified	2043.35
UniRef50_X8BFF8: Putative cobalamin biosynthesis protein cobN	2029.98
UniRef50_X8BFF8: Putative cobalamin biosynthesis protein cobN|unclassified	2029.98
UniRef50_B1TH21: Mg-chelatase subunit ChlD-like protein	2017.37
UniRef50_B1TH21: Mg-chelatase subunit ChlD-like protein|unclassified	2017.37
UniRef50_B0JGU0	2015.59
UniRef50_B0JGU0|unclassified	2015.59
UniRef50_UPI00016B0033: cobalamin ABC transporter, permease protein, partial	2015.18
UniRef50_UPI00016B0033: cobalamin ABC transporter, permease protein, partial|unclassified	2015.18
UniRef50_Z5X5L6: Precorrin-3B synthase	1951.75
UniRef50_Z5X5L6: Precorrin-3B synthase|unclassified	1951.75
UniRef50_UPI0001816844: putative uroporphyrinogen-III c-methyltransferase protein (partial sequence c terminus)	1888.82
UniRef50_UPI0001816844: putative uroporphyrinogen-III c-methyltransferase protein (partial sequence c terminus)|unclassified	1888.82
UniRef50_UPI000366DBB6: hypothetical protein, partial	1803.52
UniRef50_UPI000366DBB6: hypothetical protein, partial|unclassified	1803.52
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase	1797.94
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase|unclassified	1797.94
UniRef50_UPI00046EAF6C: precorrin-6Y C5,15-methyltransferase	1793.21
UniRef50_UPI00046EAF6C: precorrin-6Y C5,15-methyltransferase|unclassified	1793.21
UniRef50_UPI000262BA0E: precorrin 6A synthase, partial	1792.77
UniRef50_UPI000262BA0E: precorrin 6A synthase, partial|unclassified	1792.77
UniRef50_UPI000465DBF5: cobalamin biosynthesis protein CobN	1777.59
UniRef50_UPI000465DBF5: cobalamin biosynthesis protein CobN|unclassified	1777.59
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF	1744.27
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF|unclassified	1744.27
UniRef50_UPI00035F6A5C: cobaltochelatase, partial	1742.11
UniRef50_UPI00035F6A5C: cobaltochelatase, partial|unclassified	1742.11
UniRef50_W2UXB3: Vitamin B12 transporter	1728.36
UniRef50_W2UXB3: Vitamin B12 transporter|unclassified	1728.36
UniRef50_UPI000467E85E: TonB-dependent receptor	1728.12
UniRef50_UPI000467E85E: TonB-dependent receptor|unclassified	1728.12
UniRef50_UPI0002E8FFE6: hypothetical protein	1719.38
UniRef50_UPI0002E8FFE6: hypothetical protein|unclassified	1719.38
UniRef50_UPI00016A5948: Precorrin-3B synthase, partial	1716.61
UniRef50_UPI00016A5948: Precorrin-3B synthase, partial|unclassified	1716.61
UniRef50_UPI0003685835: hypothetical protein	1704.4
UniRef50_UPI0003685835: hypothetical protein|unclassified	1704.4
UniRef50_UPI00047161E6: hypothetical protein	1697.92
UniRef50_UPI00047161E6: hypothetical protein|unclassified	1697.92
