Total Number of Aligned Reads:	532024	Total Number of Mapped Genomes:	3813
Genome	Tax Names	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|28116	Bacteroides ovatus	0.5464244190940519	0.002498007608679308	1329.0	0.002498007608679308	0.0	0.5464102992611356	0.0012311474670315624	655.0	0.0012743785994616785	3.759228906966603e-06
ti|526225	Geodermatophilus obscurus DSM 43160	0.09975388324414007	0.0007161331067771379	381.0	0.0007161331067771379	0.0	0.09975388324404685	0.000710494263416688	378.0	0.000710494263416688	0.0
ti|262722	Mycoplasma hyopneumoniae 7448	0.05054045367386798	0.0006578650587191555	350.0	0.0006578650587191555	0.0	0.04564031621822151	0.00014629665829611713	77.83333333333341	6.766612032539885e-05	0.00023683142113889598
ti|391038	Paraburkholderia phymatum STM815	0.03595752324195536	0.0009304091544742343	495.0	0.0009247703111137844	5.638843360449905e-06	0.03595752310549444	0.0008082342149978197	430.0	0.0008082342149978197	0.0
ti|234621	Rhodococcus erythropolis PR4	0.035956298755996874	0.0012048328646827964	641.0	0.0012048328646827964	0.0	0.012590135416335775	0.0004563390623981878	242.78333333333347	0.00028006255356901195	0.00038344134851059353
ti|366602	Caulobacter sp. K31	0.025590293379156605	0.001078898696299415	574.0	0.001078898696299415	0.0	0.025590293378990384	0.001078898696299415	574.0	0.001078898696299415	0.0
ti|1280	Staphylococcus aureus	0.023818488873043532	0.025777032615069997	13714.0	0.025777032615069997	0.0	0.0010949052504738664	0.001219796930926437	648.9612423792067	0.0	0.02032990992887539
ti|376619	Francisella tularensis subsp. holarctica LVS	0.0182790476076208	0.011785182623340301	6270.0	0.011785182623340301	0.0	0.0011501921880740923	0.0005448716608385367	289.88480048596165	0.0	0.006518502924680089
ti|38323	Bartonella henselae	0.01821162295813113	0.000667263130986572	355.0	0.000667263130986572	0.0	0.009105793077511495	0.0002387110355923793	127.0	0.0001202953250229313	0.0003571267461618273
ti|562	Escherichia coli	0.013986024123138556	0.05110483737575749	27189.0	0.05110483737575749	0.0	0.0004964190188776185	0.0022914091059511713	1219.084638184566	9.398072267416508e-06	0.03241395125031953
ti|405534	Bacillus cereus AH187	0.006805849204758124	0.024034630016690976	12787.0	0.023955686209644677	7.894380704629867e-05	0.003249442138995259	0.0005655908864006299	300.90792574640875	0.0	0.002488609536411891
ti|626418	Burkholderia glumae BGR1	0.006571431867918283	0.0008683818775092853	462.0	0.0008533449618814189	1.5036915627866412e-05	0.0032857096382821675	0.00033739079440025263	179.5	8.270303595326526e-05	0.0005450881915101574
ti|404380	Geobacter bemidjiensis Bem	0.006565775570120718	0.0014040719967520262	747.0	0.0014040719967520262	0.0	0.00656544218328536	0.0009022149376719847	480.0	0.0009022149376719847	0.0
